director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,bow
Mitja Okorn,Jaden Smith,Cara Delevingne,Cuba Gooding Jr.,Drama Romance,life in a year,Jaden Smith Cara Delevingne Cuba Gooding Jr. Mitja Okorn Drama Romance
Ashley Avis,Mackenzie Foy,Kate Winslet,Claire Forlani,Drama,black beauty,Mackenzie Foy Kate Winslet Claire Forlani Ashley Avis Drama
Ryan Murphy,Meryl Streep,James Corden,Jo Ellen Pellman,Comedy Music Romance,the prom,Meryl Streep James Corden Jo Ellen Pellman Ryan Murphy Comedy Music Romance
Marc Meyers,Jessica Rothe,Harry Shum Jr.,Kyle Allen,Romance Drama,all my life,Jessica Rothe Harry Shum Jr. Kyle Allen Marc Meyers Romance Drama
Sharon Maguire,Isla Fisher,Jillian Bell,Santiago Cabrera,Family Fantasy Comedy,godmothered,Isla Fisher Jillian Bell Santiago Cabrera Sharon Maguire Family Fantasy Comedy
Luke Greenfield,Luis Gerardo Méndez,Connor Del Rio,,Comedy Drama,half brothers,Luis Gerardo Méndez Connor Del Rio  Luke Greenfield Comedy Drama
April Mullen,Aaron Eckhart,Katheryn Winnick,Heather Graham,Thriller Crime Mystery,wander,Aaron Eckhart Katheryn Winnick Heather Graham April Mullen Thriller Crime Mystery
Lawrence Michael Levine,Aubrey Plaza,Christopher Abbott,Sarah Gadon,Drama Comedy Thriller,black bear,Aubrey Plaza Christopher Abbott Sarah Gadon Lawrence Michael Levine Drama Comedy Thriller
Steven Soderbergh,Meryl Streep,Candice Bergen,Gemma Chan,Comedy Drama,let them all talk,Meryl Streep Candice Bergen Gemma Chan Steven Soderbergh Comedy Drama
George Clooney,George Clooney,Felicity Jones,David Oyelowo,Science Fiction Drama,the midnight sky,George Clooney Felicity Jones David Oyelowo George Clooney Science Fiction Drama
Adam Mason,KJ Apa,Sofia Carson,Craig Robinson,Thriller Romance Drama Mystery,songbird,KJ Apa Sofia Carson Craig Robinson Adam Mason Thriller Romance Drama Mystery
John Patrick Shanley,Emily Blunt,Jamie Dornan,Jon Hamm,Romance Drama,wild mountain thyme,Emily Blunt Jamie Dornan Jon Hamm John Patrick Shanley Romance Drama
Reginald Hudlin,Jay Reeves,Thaddeus J. Mixson,Corinne Foxx,Family Drama History,safety,Jay Reeves Thaddeus J. Mixson Corinne Foxx Reginald Hudlin Family Drama History
Tara Miele,Sienna Miller,Diego Luna,Beth Grant,Romance Drama,wander darkly,Sienna Miller Diego Luna Beth Grant Tara Miele Romance Drama
Julia Hart,Rachel Brosnahan,Arinzé Kene,Marsha Stephanie Blake,Drama Crime,i'm your woman,Rachel Brosnahan Arinzé Kene Marsha Stephanie Blake Julia Hart Drama Crime
Jamie Babbit,Drew Barrymore,Michael Zegen,T.J. Miller,Comedy,the stand in,Drew Barrymore Michael Zegen T.J. Miller Jamie Babbit Comedy
Adam Egypt Mortimer,Joe Manganiello,Skylan Brooks,Zolee Griggs,Action Thriller Crime Science Fiction,archenemy,Joe Manganiello Skylan Brooks Zolee Griggs Adam Egypt Mortimer Action Thriller Crime Science Fiction
Ekwa Msangi,Ntare Mwine,Zainab Jah,Jayme Lawson,Romance Drama,farewell amor,Ntare Mwine Zainab Jah Jayme Lawson Ekwa Msangi Romance Drama
Paul W. S. Anderson,Milla Jovovich,Tony Jaa,"Tip ""T.I."" Harris",Fantasy Action Adventure,monster hunter,"Milla Jovovich Tony Jaa Tip ""T.I."" Harris Paul W. S. Anderson Fantasy Action Adventure"
Ric Roman Waugh,Gerard Butler,Morena Baccarin,David Denman,Action,greenland,Gerard Butler Morena Baccarin David Denman Ric Roman Waugh Action
Deon Taylor,Hilary Swank,Michael Ealy,Mike Colter,Thriller,fatale,Hilary Swank Michael Ealy Mike Colter Deon Taylor Thriller
Liam O'Donnell,Lindsey Morgan,Jonathan Howard,Daniel Bernhardt,Science Fiction Action,skylines,Lindsey Morgan Jonathan Howard Daniel Bernhardt Liam O'Donnell Science Fiction Action
Shawn Linden,Devon Sawa,Camille Sullivan,Nick Stahl,Horror Thriller,hunter hunter,Devon Sawa Camille Sullivan Nick Stahl Shawn Linden Horror Thriller
Paul Dugdale,Paul Dugdale (director); Ariana Grande,,,Music Documentary,"ariana grande: excuse me, i love you",Paul Dugdale (director); Ariana Grande   Paul Dugdale Music Documentary
Eugene Ashe,Tessa Thompson,Nnamdi Asomugha,Ryan Michelle Bathe,Drama Romance,sylvie's love,Tessa Thompson Nnamdi Asomugha Ryan Michelle Bathe Eugene Ashe Drama Romance
Patty Jenkins,Gal Gadot,Chris Pine,Kristen Wiig,Fantasy Action Adventure,wonder woman 1984,Gal Gadot Chris Pine Kristen Wiig Patty Jenkins Fantasy Action Adventure
Pete Docter,Jamie Foxx,Tina Fey,Graham Norton,Family Animation Comedy Drama Music Fantasy,soul,Jamie Foxx Tina Fey Graham Norton Pete Docter Family Animation Comedy Drama Music Fantasy
Robert Rodriguez,Priyanka Chopra Jonas,Pedro Pascal,YaYa Gosselin,Action Fantasy Family Comedy,we can be heroes,Priyanka Chopra Jonas Pedro Pascal YaYa Gosselin Robert Rodriguez Action Fantasy Family Comedy
Paul Greengrass,Tom Hanks,Helena Zengel,,Action Adventure Drama Western,news of the world,Tom Hanks Helena Zengel  Paul Greengrass Action Adventure Drama Western
Regina King,Kingsley Ben-Adir,Eli Goree,Aldis Hodge,Drama,one night in miami...,Kingsley Ben-Adir Eli Goree Aldis Hodge Regina King Drama
Emerald Fennell,Carey Mulligan,Bo Burnham,Alison Brie,Thriller Crime Drama,promising young woman,Carey Mulligan Bo Burnham Alison Brie Emerald Fennell Thriller Crime Drama
Kornél Mundruczó,Vanessa Kirby,Shia LaBeouf,Molly Parker,Drama,pieces of a woman,Vanessa Kirby Shia LaBeouf Molly Parker Kornél Mundruczó Drama
,Chloë Grace Moretz,Taylor John Smith,Beulah Koale,Horror Action Drama War,shadow in the cloud,Chloë Grace Moretz Taylor John Smith Beulah Koale  Horror Action Drama War
Ramin Bahrani,Adarsh Gourav,Rajkummar Rao,Priyanka Chopra Jonas,Crime Drama,the white tiger,Adarsh Gourav Rajkummar Rao Priyanka Chopra Jonas Ramin Bahrani Crime Drama
Doug Liman,Anne Hathaway,Chiwetel Ejiofor,Stephen Merchant,Comedy Crime Drama,locked down,Anne Hathaway Chiwetel Ejiofor Stephen Merchant Doug Liman Comedy Crime Drama
Simon Stone,Carey Mulligan,Ralph Fiennes,Lily James,Drama History,the dig,Carey Mulligan Ralph Fiennes Lily James Simon Stone Drama History
Mikael Håfström,Anthony Mackie,Damson Idris,Emily Beecham,Thriller Action Science Fiction,outside the wire,Anthony Mackie Damson Idris Emily Beecham Mikael Håfström Thriller Action Science Fiction
,Liam Neeson,Katheryn Winnick,Juan Pablo Raba,Action Thriller Crime,the marksman,Liam Neeson Katheryn Winnick Juan Pablo Raba  Action Thriller Crime
Nate Parker,Nate Parker,Omari Hardwick,Theo Rossi,Drama,american skin,Nate Parker Omari Hardwick Theo Rossi Nate Parker Drama
Alex McAulay,Jack Dylan Grazer,Fionn Whitehead,Rainn Wilson,Drama Thriller Crime,don't tell a soul,Jack Dylan Grazer Fionn Whitehead Rainn Wilson Alex McAulay Drama Thriller Crime
Gabriela Cowperthwaite,Jason Segel,Dakota Johnson,Casey Affleck,Drama Comedy Romance,our friend,Jason Segel Dakota Johnson Casey Affleck Gabriela Cowperthwaite Drama Comedy Romance
Conor Allyn,Jake Allyn,Frank Grillo,Jorge A. Jiménez,Action Drama Thriller Crime,no man's land,Jake Allyn Frank Grillo Jorge A. Jiménez Conor Allyn Action Drama Thriller Crime
Alex Ranarivelo,Sean Patrick Flanery,Dennis Quaid,Katrina Bowden,Action Drama,born a champion,Sean Patrick Flanery Dennis Quaid Katrina Bowden Alex Ranarivelo Action Drama
Mike P. Nelson,Charlotte Vega,Adain Bradley,Bill Sage,Horror Thriller,wrong turn,Charlotte Vega Adain Bradley Bill Sage Mike P. Nelson Horror Thriller
Glenda Ivin,Naomi Watts,Andrew Lincoln,Jacki Weaver,Drama,penguin bloom,Naomi Watts Andrew Lincoln Jacki Weaver Glenda Ivin Drama
John Lee Hancock,Denzel Washington,Rami Malek,Jared Leto,Thriller Crime,the little things,Denzel Washington Rami Malek Jared Leto John Lee Hancock Thriller Crime
Jude Weng,Kea Peahu,Alex Aiono,Lindsay Watson,Action Adventure Comedy Family,finding 'ohana,Kea Peahu Alex Aiono Lindsay Watson Jude Weng Action Adventure Comedy Family
Chloé Zhao,Frances McDormand,David Strathairn,Linda May,Drama,nomadland,Frances McDormand David Strathairn Linda May Chloé Zhao Drama
Sam Levinson,Zendaya,John David Washington,,Romance Drama,malcolm & marie,Zendaya John David Washington  Sam Levinson Romance Drama
Fisher Stevens,Justin Timberlake,Juno Temple,Alisha Wainwright,Drama,palmer,Justin Timberlake Juno Temple Alisha Wainwright Fisher Stevens Drama
Viggo Mortensen,Viggo Mortensen,Lance Henriksen,Terry Chen,Thriller Action,falling,Viggo Mortensen Lance Henriksen Terry Chen Viggo Mortensen Thriller Action
Mike Cahill,Owen Wilson,Salma Hayek,,Science Fiction Romance Drama,bliss,Owen Wilson Salma Hayek  Mike Cahill Science Fiction Romance Drama
Chad Hartigan,Olivia Cooke,Jack O'Connell,Raúl Castillo,Romance Science Fiction Drama,little fish,Olivia Cooke Jack O'Connell Raúl Castillo Chad Hartigan Romance Science Fiction Drama
Ben Hozie,Julia Fox,Nikki Belfiglio,Austin Brown,Drama,pvt chat,Julia Fox Nikki Belfiglio Austin Brown Ben Hozie Drama
Sia,Kate Hudson,Leslie Odom Jr.,Maddie Ziegler,Music Drama,music,Kate Hudson Leslie Odom Jr. Maddie Ziegler Sia Music Drama
Shaka King,Daniel Kaluuya,Lakeith Stanfield,Jesse Plemons,Drama History,judas and the black messiah,Daniel Kaluuya Lakeith Stanfield Jesse Plemons Shaka King Drama History
Kevin Macdonald,Jodie Foster,Tahar Rahim,Shailene Woodley,Drama Thriller,the mauritanian,Jodie Foster Tahar Rahim Shailene Woodley Kevin Macdonald Drama Thriller
Tate Taylor,Allison Janney,Mila Kunis,Awkwafina,Comedy Drama Crime Thriller,breaking news in yuba county,Allison Janney Mila Kunis Awkwafina Tate Taylor Comedy Drama Crime Thriller
Josh Greenbaum,Kristen Wiig,Annie Mumolo,Jamie Dornan,Comedy,barb and star go to vista del mar,Kristen Wiig Annie Mumolo Jamie Dornan Josh Greenbaum Comedy
Lee Isaac Chung,Steven Yeun,Han Ye-ri,Alan Kim,Drama,minari,Steven Yeun Han Ye-ri Alan Kim Lee Isaac Chung Drama
Michael Fimognari,Lana Condor,Noah Centineo,Jordan Fisher,Romance Comedy Drama,to all the boys: always and forever,Lana Condor Noah Centineo Jordan Fisher Michael Fimognari Romance Comedy Drama
Mona Fastvold,Katherine Waterston,Vanessa Kirby,Christopher Abbott,Drama Romance,the world to come,Katherine Waterston Vanessa Kirby Christopher Abbott Mona Fastvold Drama Romance
Azazel Jacobs,Michelle Pfeiffer,Lucas Hedges,Tracy Letts,Comedy Drama,french exit,Michelle Pfeiffer Lucas Hedges Tracy Letts Azazel Jacobs Comedy Drama
Robin Wright,Robin Wright,Demián Bichir,Kim Dickens,Drama,land,Robin Wright Demián Bichir Kim Dickens Robin Wright Drama
Kevin Lewis,Nicolas Cage,Emily Tosta,Ric Reitz,Action Horror Comedy,willy's wonderland,Nicolas Cage Emily Tosta Ric Reitz Kevin Lewis Action Horror Comedy
Ian Samuels,Kathryn Newton,Kyle Allen,Al Madrigal,Fantasy Romance,the map of tiny perfect things,Kathryn Newton Kyle Allen Al Madrigal Ian Samuels Fantasy Romance
Castille Landon,Katherine Heigl,Madison Iseman,Israel Broussard,Thriller Horror Drama,fear of rain,Katherine Heigl Madison Iseman Israel Broussard Castille Landon Thriller Horror Drama
J Blakeson,Rosamund Pike,Peter Dinklage,Eiza González,Comedy Crime Thriller,i care a lot,Rosamund Pike Peter Dinklage Eiza González J Blakeson Comedy Crime Thriller
Lena Khan,Matilda Lawler,Alyson Hannigan,Ben Schwartz,Family Adventure Comedy Fantasy,flora & ulysses,Matilda Lawler Alyson Hannigan Ben Schwartz Lena Khan Family Adventure Comedy Fantasy
Tiller Russell,Jason Clarke,Nick Robinson,Katie Aselton,Crime Thriller Drama,silk road,Jason Clarke Nick Robinson Katie Aselton Tiller Russell Crime Thriller Drama
Tim Story,Chloë Grace Moretz,Michael Peña,Colin Jost,Comedy Family Animation,tom & jerry,Chloë Grace Moretz Michael Peña Colin Jost Tim Story Comedy Family Animation
Lee Daniels,Andra Day,Trevante Rhodes,Garrett Hedlund,Music Drama History,the united states vs. billie holiday,Andra Day Trevante Rhodes Garrett Hedlund Lee Daniels Music Drama History
Anthony and Joe Russo,Tom Holland,Ciara Bravo,Jack Reynor,Crime Drama,cherry,Tom Holland Ciara Bravo Jack Reynor Anthony and Joe Russo Crime Drama
Nicholas Jarecki,Gary Oldman,Armie Hammer,Evangeline Lilly,Thriller Crime Drama,crisis,Gary Oldman Armie Hammer Evangeline Lilly Nicholas Jarecki Thriller Crime Drama
R. J. Cutler,Billie Eilish,Finneas O'Connell,Maggie Baird,Documentary Music,billie eilish: the world's a little blurry,Billie Eilish Finneas O'Connell Maggie Baird R. J. Cutler Documentary Music
Keith Thomas,Dave Davis,Menashe Lustig,Malky Goldman,Horror Thriller Mystery,the vigil,Dave Davis Menashe Lustig Malky Goldman Keith Thomas Horror Thriller Mystery
Amy Poehler,Amy Poehler (director); Tamara Chestna,Dylan Meyer (screnplay); Hadley Robinson,Lauren Tsai,Comedy Drama Music,moxie,Amy Poehler (director); Tamara Chestna Dylan Meyer (screnplay); Hadley Robinson Lauren Tsai Amy Poehler Comedy Drama Music
Craig Brewer,Eddie Murphy,Arsenio Hall,Jermaine Fowler,Comedy,coming 2 america,Eddie Murphy Arsenio Hall Jermaine Fowler Craig Brewer Comedy
Tim Hill,Tom Kenny,Awkwafina,Matt Berry,Animation Fantasy Adventure Comedy Family,the spongebob movie: sponge on the run,Tom Kenny Awkwafina Matt Berry Tim Hill Animation Fantasy Adventure Comedy Family
"Don Hall, Carlos López Estrada",Kelly Marie Tran,Awkwafina,Izaac Wang,Animation Adventure Fantasy Family Action,raya and the last dragon,"Kelly Marie Tran Awkwafina Izaac Wang Don Hall, Carlos López Estrada Animation Adventure Fantasy Family Action"
Doug Liman,Daisy Ridley,Tom Holland,Mads Mikkelsen,Science Fiction Action Adventure Thriller,chaos walking,Daisy Ridley Tom Holland Mads Mikkelsen Doug Liman Science Fiction Action Adventure Thriller
Joe Carnahan,Frank Grillo,Mel Gibson,Naomi Watts,Action Science Fiction Thriller Mystery,boss level,Frank Grillo Mel Gibson Naomi Watts Joe Carnahan Action Science Fiction Thriller Mystery
Eddie Huang,Taylor Takahashi,Taylour Paige,Jorge Lendeborg Jr.,Drama Comedy,boogie,Taylor Takahashi Taylour Paige Jorge Lendeborg Jr. Eddie Huang Drama Comedy
Miguel Arteta,Jennifer Garner,Édgar Ramírez,Jenna Ortega,Comedy Family,yes day,Jennifer Garner Édgar Ramírez Jenna Ortega Miguel Arteta Comedy Family
Steve Basilone,Finn Wittrock,Zoë Chao,Casey Wilson,Romance Comedy,long weekend,Finn Wittrock Zoë Chao Casey Wilson Steve Basilone Romance Comedy
Edward Drake,Bruce Willis,Frank Grillo,Brandon Thomas Lee,Science Fiction Action War,cosmic sin,Bruce Willis Frank Grillo Brandon Thomas Lee Edward Drake Science Fiction Action War
Zack Snyder,Ben Affleck,Henry Cavill,Amy Adams,Action Adventure Fantasy Science Fiction,zack snyder's justice league,Ben Affleck Henry Cavill Amy Adams Zack Snyder Action Adventure Fantasy Science Fiction
Dominic Cooke,Benedict Cumberbatch,Merab Ninidze,Rachel Brosnahan,Action Crime Drama Thriller,the courier,Benedict Cumberbatch Merab Ninidze Rachel Brosnahan Dominic Cooke Action Crime Drama Thriller
BenDavid Grabinski,Joel McHale,Kerry Bishé,Stephen Root,Adventure Animation Comedy Family Fantasy,happily,Joel McHale Kerry Bishé Stephen Root BenDavid Grabinski Adventure Animation Comedy Family Fantasy
Ilya Naishuller,Bob Odenkirk,Connie Nielsen,Aleksei Serebryakov,Action Thriller Crime Comedy,nobody,Bob Odenkirk Connie Nielsen Aleksei Serebryakov Ilya Naishuller Action Thriller Crime Comedy
Kitao Sakurai,Eric André,Lil Rel Howery,Tiffany Haddish,Comedy,bad trip,Eric André Lil Rel Howery Tiffany Haddish Kitao Sakurai Comedy
Justin P. Lange,Guy Pearce,Vadhir Derbez,Stephen Lang,Horror,the seventh day,Guy Pearce Vadhir Derbez Stephen Lang Justin P. Lange Horror
Giorgio Serafini,William Shatner,Jean Smart,Christopher Lloyd,Comedy Romance,senior moment,William Shatner Jean Smart Christopher Lloyd Giorgio Serafini Comedy Romance
Adam Wingard,Alexander Skarsgård,Millie Bobby Brown,Rebecca Hall,Science Fiction Action Drama,godzilla vs. kong,Alexander Skarsgård Millie Bobby Brown Rebecca Hall Adam Wingard Science Fiction Action Drama
Ricky Staub,Idris Elba,Caleb McLaughlin,Jharrel Jerome,Drama Western,concrete cowboy,Idris Elba Caleb McLaughlin Jharrel Jerome Ricky Staub Drama Western
Evan Spiliotopoulos,Jeffrey Dean Morgan,Katie Aselton,William Sadler,Horror,the unholy,Jeffrey Dean Morgan Katie Aselton William Sadler Evan Spiliotopoulos Horror
Vaughn Stein,Casey Affleck,Sam Claflin,Veronica Ferres,Thriller,every breath you take,Casey Affleck Sam Claflin Veronica Ferres Vaughn Stein Thriller
Emma Seligman,Rachel Sennott,Molly Gordon,Polly Draper,Comedy Drama,shiva baby,Rachel Sennott Molly Gordon Polly Draper Emma Seligman Comedy Drama
Richard Correll,Mira Sorvino,Austyn Johnson,Kevin Sorbo,Family Drama,the girl who believes in miracles,Mira Sorvino Austyn Johnson Kevin Sorbo Richard Correll Family Drama
Shan Serafin,Aidan Bristow,Sophie Kargman,Susan Wilder,Drama,the believer,Aidan Bristow Sophie Kargman Susan Wilder Shan Serafin Drama
Bruce Wemple,Francesca Anderson,Adrián Burke,Chris Cimperman,Horror Thriller,dawn of the beast,Francesca Anderson Adrián Burke Chris Cimperman Bruce Wemple Horror Thriller
Neil Burger,Tye Sheridan,Lily-Rose Depp,Fionn Whitehead,Science Fiction Romance Thriller,voyagers,Tye Sheridan Lily-Rose Depp Fionn Whitehead Neil Burger Science Fiction Romance Thriller
Ben Falcone,Melissa McCarthy,Octavia Spencer,Bobby Cannavale,Action Adventure Comedy Fantasy,thunder force,Melissa McCarthy Octavia Spencer Bobby Cannavale Ben Falcone Action Adventure Comedy Fantasy
Ryan Crego,Michael J. Woodard,Mary Lambert,Haley Tju,Animation Comedy Family,arlo the alligator boy,Michael J. Woodard Mary Lambert Haley Tju Ryan Crego Animation Comedy Family
Argyris Papadimitropoulos,Sebastian Stan,Denise Gough,Yorgos Pirpassopoulos,Drama,monday,Sebastian Stan Denise Gough Yorgos Pirpassopoulos Argyris Papadimitropoulos Drama
Ben Wheatley,Joel Fry,Reece Shearsmith,Hayley Squires,Horror,in the earth,Joel Fry Reece Shearsmith Hayley Squires Ben Wheatley Horror
Joe Penna,Anna Kendrick,Daniel Dae Kim,Shamier Anderson,Drama Science Fiction Thriller,stowaway,Anna Kendrick Daniel Dae Kim Shamier Anderson Joe Penna Drama Science Fiction Thriller
Simon McQuoid,Lewis Tan,Jessica McNamee,Josh Lawson,Action Fantasy Adventure,mortal kombat,Lewis Tan Jessica McNamee Josh Lawson Simon McQuoid Action Fantasy Adventure
Mike Rianda,Abbi Jacobson,Danny McBride,Maya Rudolph,Animation Adventure Comedy Family Science Fiction,the mitchells vs. the machines,Abbi Jacobson Danny McBride Maya Rudolph Mike Rianda Animation Adventure Comedy Family Science Fiction
George Gallo,Ruby Rose,Morgan Freeman,,Action Crime Thriller,vanquish,Ruby Rose Morgan Freeman  George Gallo Action Crime Thriller
Nikole Beckwith,Ed Helms,Patti Harrison,Tig Notaro,Comedy Romance,together together,Ed Helms Patti Harrison Tig Notaro Nikole Beckwith Comedy Romance
Jeff Rosenberg,William Jackson Harper,Aya Cash,,Comedy,we broke up,William Jackson Harper Aya Cash  Jeff Rosenberg Comedy
Shari Springer Berman and Robert Pulcini,Amanda Seyfried,James Norton,Natalia Dyer,Horror Mystery Drama Thriller,things heard & seen,Amanda Seyfried James Norton Natalia Dyer Shari Springer Berman and Robert Pulcini Horror Mystery Drama Thriller
Stefano Sollima,Michael B. Jordan,Jamie Bell,Jodie Turner-Smith,Action Adventure Thriller War,without remorse,Michael B. Jordan Jamie Bell Jodie Turner-Smith Stefano Sollima Action Adventure Thriller War
Nick Stagliano,James C. Wolf (screeplay); Anson Mount,Abbie Cornish,Eddie Marsan,Thriller Action Crime,the virtuoso,James C. Wolf (screeplay); Anson Mount Abbie Cornish Eddie Marsan Nick Stagliano Thriller Action Crime
Rodrigo García,Glenn Close,Mila Kunis,Stephen Root,Drama,four good days,Glenn Close Mila Kunis Stephen Root Rodrigo García Drama
William Brent Bell,Rupert Friend,Mamie Gummer,Violet McGraw,Horror,separation,Rupert Friend Mamie Gummer Violet McGraw William Brent Bell Horror
Taylor Chien,Brock O'Hurn,Avery Pascual,Michael Vlamis,Horror,the resort,Brock O'Hurn Avery Pascual Michael Vlamis Taylor Chien Horror
Anthony Mandler,Kelvin Harrison Jr.,Jennifer Ehle,Tim Blake Nelson,Fantasy Action Adventure,monster,Kelvin Harrison Jr. Jennifer Ehle Tim Blake Nelson Anthony Mandler Fantasy Action Adventure
Guy Ritchie,Jason Statham,Holt McCallany,Jeffrey Donovan,Action Crime,wrath of man,Jason Statham Holt McCallany Jeffrey Donovan Guy Ritchie Action Crime
Gia Coppola,Andrew Garfield,Maya Hawke,Nat Wolff,Drama Comedy,mainstream,Andrew Garfield Maya Hawke Nat Wolff Gia Coppola Drama Comedy
David Oyelowo,David Oyelowo,Rosario Dawson,Lonnie Chavis,Adventure Drama,the water man,David Oyelowo Rosario Dawson Lonnie Chavis David Oyelowo Adventure Drama
Billy Crystal,Billy Crystal,Tiffany Haddish,Penn Badgley,Comedy Drama,here today,Billy Crystal Tiffany Haddish Penn Badgley Billy Crystal Comedy Drama
Phillip Noyce,Jack Huston,Emilia Clarke,Thora Birch,Thriller Crime,above suspicion,Jack Huston Emilia Clarke Thora Birch Phillip Noyce Thriller Crime
Karl Holt,Karl Holt,Claire Cartwright,David Wayman,Horror Comedy,benny loves you,Karl Holt Claire Cartwright David Wayman Karl Holt Horror Comedy
Alexandre Aja,Mélanie Laurent,Mathieu Amalric,Malik Zidi,Crime Drama Mystery Thriller,oxygen,Mélanie Laurent Mathieu Amalric Malik Zidi Alexandre Aja Crime Drama Mystery Thriller
Zack Snyder,Dave Bautista,Ella Purnell,Omari Hardwick,Action Horror Science Fiction Thriller,army of the dead,Dave Bautista Ella Purnell Omari Hardwick Zack Snyder Action Horror Science Fiction Thriller
Taylor Sheridan,Angelina Jolie,Nicholas Hoult,Finn Little,Thriller Drama Action Mystery,those who wish me dead,Angelina Jolie Nicholas Hoult Finn Little Taylor Sheridan Thriller Drama Action Mystery
Joe Wright,Amy Adams,Gary Oldman,Anthony Mackie,Crime Drama Mystery Thriller,the woman in the window,Amy Adams Gary Oldman Anthony Mackie Joe Wright Crime Drama Mystery Thriller
Darren Lynn Bousman,Chris Rock,Max Minghella,Marisol Nichols,Thriller Horror Mystery,spiral,Chris Rock Max Minghella Marisol Nichols Darren Lynn Bousman Thriller Horror Mystery
Christoph Waltz,Christoph Waltz,Vanessa Redgrave,Annette Bening,Drama Crime,georgetown,Christoph Waltz Vanessa Redgrave Annette Bening Christoph Waltz Drama Crime
Brian Baugh,Rose Reid,Jedidiah Goodacre,Katherine McNamara,Drama Romance,finding you,Rose Reid Jedidiah Goodacre Katherine McNamara Brian Baugh Drama Romance
John Krasinski,Emily Blunt,Cillian Murphy,Millicent Simmonds,Drama Science Fiction Thriller,a quiet place part ii,Emily Blunt Cillian Murphy Millicent Simmonds John Krasinski Drama Science Fiction Thriller
Craig Gillespie,Emma Stone,Emma Thompson,Joel Fry,Comedy Crime,cruella,Emma Stone Emma Thompson Joel Fry Craig Gillespie Comedy Crime
"Elaine Bogan, Ennio Torresan",Isabela Moner,Marsai Martin,Mckenna Grace,Animation Adventure Family Western,spirit untamed,"Isabela Moner Marsai Martin Mckenna Grace Elaine Bogan, Ennio Torresan Animation Adventure Family Western"
Michael Chaves,Patrick Wilson,Vera Farmiga,Ruairi O'Connor,Horror Mystery Thriller,the conjuring: the devil made me do it,Patrick Wilson Vera Farmiga Ruairi O'Connor Michael Chaves Horror Mystery Thriller
Julius Avery,Sylvester Stallone,Martin Starr,Moisés Arias,Action Thriller Crime Science Fiction Fantasy,samaritan,Sylvester Stallone Martin Starr Moisés Arias Julius Avery Action Thriller Crime Science Fiction Fantasy
Christopher MacBride,Dylan O'Brien,Maika Monroe,Hannah Gross,Thriller Drama Mystery,flashback,Dylan O'Brien Maika Monroe Hannah Gross Christopher MacBride Thriller Drama Mystery
Mark Raso,Gina Rodriguez,Jennifer Jason Leigh,Barry Pepper,Action Crime Thriller,awake,Gina Rodriguez Jennifer Jason Leigh Barry Pepper Mark Raso Action Crime Thriller
Jon M. Chu,Anthony Ramos,Corey Hawkins,Leslie Grace,Drama Music Romance,in the heights,Anthony Ramos Corey Hawkins Leslie Grace Jon M. Chu Drama Music Romance
Chris Appelhans,Jimmy Wong,John Cho,Constance Wu,Animation Family Comedy Fantasy,wish dragon,Jimmy Wong John Cho Constance Wu Chris Appelhans Animation Family Comedy Fantasy
Renny Harlin,Pierce Brosnan,Rami Jaber,Hermione Corfield,Western Drama Action Romance,the misfits,Pierce Brosnan Rami Jaber Hermione Corfield Renny Harlin Western Drama Action Romance
Patrick Hughes,Ryan Reynolds,Samuel L. Jackson,Salma Hayek,Action Comedy Thriller,hitman's wife's bodyguard,Ryan Reynolds Samuel L. Jackson Salma Hayek Patrick Hughes Action Comedy Thriller
Enrico Casarosa,Jacob Tremblay,Jack Dylan Grazer,Emma Berman,Animation Comedy Family Fantasy,luca,Jacob Tremblay Jack Dylan Grazer Emma Berman Enrico Casarosa Animation Comedy Family Fantasy
Will Gluck,James Corden,Domhnall Gleeson,Rose Byrne,Family Comedy Adventure,peter rabbit 2: the runaway,James Corden Domhnall Gleeson Rose Byrne Will Gluck Family Comedy Adventure
Paul Weitz,Kevin Hart,Alfre Woodard,Lil Rel Howery,Drama Family,fatherhood,Kevin Hart Alfre Woodard Lil Rel Howery Paul Weitz Drama Family
Justin Lin,Vin Diesel,John Cena,Michelle Rodriguez,Action Thriller Crime,f9,Vin Diesel John Cena Michelle Rodriguez Justin Lin Action Thriller Crime
Josh Ruben,Sam Richardson,Milana Vayntrub,George Basil,Horror Comedy,werewolves within,Sam Richardson Milana Vayntrub George Basil Josh Ruben Horror Comedy
John Lee,Ilana Glazer,Justin Theroux,Sophia Bush,Horror,false positive,Ilana Glazer Justin Theroux Sophia Bush John Lee Horror
Justin Chon,Justin Chon,Alicia Vikander,Mark O'Brien,,blue bayou,Justin Chon Alicia Vikander Mark O'Brien Justin Chon 
Janicza Bravo,Taylour Paige,Riley Keough,Nicholas Braun,Drama Comedy Crime,zola,Taylour Paige Riley Keough Nicholas Braun Janicza Bravo Drama Comedy Crime
