director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,bow
Anna Mastro,Peyton Elizabeth Lee,Skylar Astin,Élodie Yung,Action Adventure Comedy Fantasy,secret society of second-born royals,peyton elizabeth lee skylar astin élodie yung anna mastro action adventure comedy fantasy
Marc Carlini,Tommy Dewey,François Arnaud,Minka Kelly,Comedy Drama,she's in portland,tommy dewey françois arnaud minka kelly marc carlini comedy drama
Cooper Karl,Madelaine Petsch,Alexander Koch,,Thriller,sightless,madelaine petsch alexander koch  cooper karl thriller
Joe Mantello,Jim Parsons,Zachary Quinto,Matt Bomer,Drama,the boys in the band,jim parsons zachary quinto matt bomer joe mantello drama
Julie Taymor,Julianne Moore,Alicia Vikander,Timothy Hutton,Drama,the glorias,julianne moore alicia vikander timothy hutton julie taymor drama
Sofia Coppola,Rashida Jones,Bill Murray,Marlon Wayans,Drama Comedy,on the rocks,rashida jones bill murray marlon wayans sofia coppola drama comedy
Brian Duffield,Katherine Langford,Charlie Plummer,Hayley Law,Comedy Horror,spontaneous,katherine langford charlie plummer hayley law brian duffield comedy horror
Osmany Rodriguez,Jaden Michael,Gerald W. Jones III,Gregory Diaz IV,Comedy Horror,vampires vs. the bronx,jaden michael gerald w. jones iii gregory diaz iv osmany rodriguez comedy horror
Brandon Cronenberg,Andrea Riseborough,Christopher Abbott,Rossif Sutherland,Thriller Science Fiction Horror,possessor,andrea riseborough christopher abbott rossif sutherland brandon cronenberg thriller science fiction horror
Darren Lynn Bousman,Maggie Q,Alex Essoe,Luke Hemsworth,Horror Mystery,death of me,maggie q alex essoe luke hemsworth darren lynn bousman horror mystery
Mike Elliott,Madison Pettis,Lizze Broadway,Piper Curda,Comedy,american pie presents: girls' rules,madison pettis lizze broadway piper curda mike elliott comedy
Veena Sud,Mireille Enos,Peter Sarsgaard,Joey King,Drama Horror Mystery Thriller,the lie,mireille enos peter sarsgaard joey king veena sud drama horror mystery thriller
Emmanuel Osei-Kuffour Jr.,Mamoudou Athie,Phylicia Rashad,,Horror Science Fiction Thriller,black box,mamoudou athie phylicia rashad  emmanuel osei-kuffour jr. horror science fiction thriller
Steven Brill,Adam Sandler,Kevin James,Julie Bowen,Comedy Fantasy Mystery Horror,hubie halloween,adam sandler kevin james julie bowen steven brill comedy fantasy mystery horror
Brannon Braga,Britt Robertson,Anna Friel,Rafi Gavron,Horror Science Fiction,books of blood,britt robertson anna friel rafi gavron brannon braga horror science fiction
Angel Manuel Soto,Jahi Di'Allo Winston,Meek Mill,Will Catlett,Drama,charm city kings,jahi di'allo winston meek mill will catlett angel manuel soto drama
Tim Hill,Robert De Niro,Uma Thurman,Rob Riggle,Comedy Family Drama,the war with grandpa,robert de niro uma thurman rob riggle tim hill comedy family drama
Woody Allen,Timothée Chalamet,Elle Fanning,Selena Gomez,Comedy Romance,a rainy day in new york,timothée chalamet elle fanning selena gomez woody allen comedy romance
Diane Paragas,Eva Noblezada,Dale Watson,Princess Punzalan,Drama Music,yellow rose,eva noblezada dale watson princess punzalan diane paragas drama music
Radha Blank,Radha Blank,Peter Kim,Oswin Benjamin,Comedy Drama,the 40-year-old version,radha blank peter kim oswin benjamin radha blank comedy drama
Zu Quirke,Sydney Sweeney,Madison Iseman,Jacques Colimon,Horror Mystery Thriller,nocturne,sydney sweeney madison iseman jacques colimon zu quirke horror mystery thriller
"Elan Dassani, Rajeev Dassani",Sarita Choudhury,Sunita Mani,Omar Maskati,Mystery Thriller,evil eye,"sarita choudhury sunita mani omar maskati elan dassani, rajeev dassani mystery thriller"
Rachel Talalay,Tamara Smart,Oona Laurence,Tom Felton,Family Fantasy Adventure Comedy,a babysitter's guide to monster hunting,tamara smart oona laurence tom felton rachel talalay family fantasy adventure comedy
Michael Matthews,Dylan O'Brien,Jessica Henwick,Dan Ewing,Comedy Action Adventure Fantasy,love and monsters,dylan o'brien jessica henwick dan ewing michael matthews comedy action adventure fantasy
Mark Williams,Liam Neeson,Kate Walsh,Robert Patrick,Thriller Action Crime Drama,honest thief,liam neeson kate walsh robert patrick mark williams thriller action crime drama
Justin Baldoni,Fin Argus,Sabrina Carpenter,Madison Iseman,Music Drama Romance,clouds,fin argus sabrina carpenter madison iseman justin baldoni music drama romance
Evan Morgan,Adam Brody,Sophie Nélisse,Tzi Ma,Comedy Drama Mystery,the kid detective,adam brody sophie nélisse tzi ma evan morgan comedy drama mystery
Johnny Martin,Tyler Posey,Summer Spiro,Robert Ri'chard,Thriller Horror Drama,alone,tyler posey summer spiro robert ri'chard johnny martin thriller horror drama
Lance Hool,Jacob Elordi,Adan Canto,Tiera Skovbye,Drama Romance,2 hearts,jacob elordi adan canto tiera skovbye lance hool drama romance
Steve Byrne,Jimmy O. Yang,Alex Moffat,Cedric the Entertainer,Comedy,the opening act,jimmy o. yang alex moffat cedric the entertainer steve byrne comedy
Don Michael Paul,Michael Gross,Jon Heder,,Action Horror,tremors: shrieker island,michael gross jon heder  don michael paul action horror
Robert Zemeckis,Anne Hathaway,Octavia Spencer,Stanley Tucci,Family Fantasy Adventure Comedy Horror,the witches,anne hathaway octavia spencer stanley tucci robert zemeckis family fantasy adventure comedy horror
Glen Keane,Cathy Ang,Phillipa Soo,Ken Jeong,Animation Adventure Family Fantasy,over the moon,cathy ang phillipa soo ken jeong glen keane animation adventure family fantasy
Jason Woliner,Sacha Baron Cohen,Maria Bakalova,,Comedy,borat subsequent moviefilm,sacha baron cohen maria bakalova  jason woliner comedy
Roger Kumble,Josephine Langford,Hero Fiennes Tiffin,Dylan Sprouse,Romance Drama,after we collided,josephine langford hero fiennes tiffin dylan sprouse roger kumble romance drama
David Prior,James Badge Dale,Marin Ireland,Stephen Root,Horror Crime Drama,the empty man,james badge dale marin ireland stephen root david prior horror crime drama
"Justin Benson, Aaron Moorhead",Anthony Mackie,Jamie Dornan,,Science Fiction Drama Thriller Horror,synchronic,"anthony mackie jamie dornan  justin benson, aaron moorhead science fiction drama thriller horror"
Kurt Wimmer,Elena Kampouris,Kate Moyer,Callan Mulvey,Horror Thriller,children of the corn,elena kampouris kate moyer callan mulvey kurt wimmer horror thriller
Justin Simien,Elle Lorraine,Vanessa Williams,Jay Pharoah,TV Movie Adventure Comedy,bad hair,elle lorraine vanessa williams jay pharoah justin simien tv movie adventure comedy
Nicol Paone,Malin Åkerman,Kat Dennings,Aisha Tyler,Comedy,friendsgiving,malin åkerman kat dennings aisha tyler nicol paone comedy
Zoe Lister-Jones,Cailee Spaeny,Gideon Adlon,Lovie Simone,Horror Drama Fantasy,the craft: legacy,cailee spaeny gideon adlon lovie simone zoe lister-jones horror drama fantasy
John Whitesell,Emma Roberts,Luke Bracey,Kristin Chenoweth,Comedy Romance,holidate,emma roberts luke bracey kristin chenoweth john whitesell comedy romance
Jacob Chase,Gillian Jacobs,John Gallagher Jr.,Azhy Robertson,Horror Mystery,come play,gillian jacobs john gallagher jr. azhy robertson jacob chase horror mystery
Remi Weekes,Wunmi Mosaku. Sope Dirisu,Matt Smith,,Drama Horror Thriller,his house,wunmi mosaku. sope dirisu matt smith  remi weekes drama horror thriller
Mark Tonderai,Omari Hardwick,Loretta Devine,,Thriller Horror,spell,omari hardwick loretta devine  mark tonderai thriller horror
Max Winkler,Charlie Hunnam,Jack O'Connell,Jessica Barden,Drama,jungleland,charlie hunnam jack o'connell jessica barden max winkler drama
Thomas Bezucha,Diane Lane,Kevin Costner,Lesley Manville,Drama Thriller Crime,let him go,diane lane kevin costner lesley manville thomas bezucha drama thriller crime
Andrea Di Stefano,Joel Kinnaman,Rosamund Pike,Common,Drama Crime Thriller,the informer,joel kinnaman rosamund pike common andrea di stefano drama crime thriller
Bryan Bertino,Marin Ireland,Michael Abbott Jr.,Xander Berkeley,Horror,the dark and the wicked,marin ireland michael abbott jr. xander berkeley bryan bertino horror
Ron Howard,Amy Adams,Glenn Close,Gabriel Basso,Drama,hillbilly elegy,amy adams glenn close gabriel basso ron howard drama
David Fincher,Gary Oldman,Amanda Seyfried,Lily Collins,Drama History,mank,gary oldman amanda seyfried lily collins david fincher drama history
Christopher Landon,Vince Vaughn,Kathryn Newton,Katie Finneran,Horror Thriller Comedy Fantasy,freaky,vince vaughn kathryn newton katie finneran christopher landon horror thriller comedy fantasy
David E. Talbert,Forest Whitaker,Keegan-Michael Key,Hugh Bonneville,Family Fantasy Music,jingle jangle: a christmas journey,forest whitaker keegan-michael key hugh bonneville david e. talbert family fantasy music
Miles Joris-Peyrafitte,Finn Cole,Margot Robbie,Travis Fimmel,Thriller Drama,dreamland,finn cole margot robbie travis fimmel miles joris-peyrafitte thriller drama
,Mel Gibson,Walton Goggins,Marianne Jean-Baptiste,Action Comedy Fantasy,fatman,mel gibson walton goggins marianne jean-baptiste  action comedy fantasy
Edoardo Ponti,Sophia Loren,Ibrahima Gueye,Abril Zamora,Drama,the life ahead,sophia loren ibrahima gueye abril zamora edoardo ponti drama
Michael Angelo Covino,Kyle Marvin,Michael Angelo Covino,Gayle Rankin,Comedy Drama,the climb,kyle marvin michael angelo covino gayle rankin michael angelo covino comedy drama
Paul Leyden,Malin Åkerman,Bella Thorne,Fortune Feimster,Action Comedy,chick fight,malin åkerman bella thorne fortune feimster paul leyden action comedy
Michael Rohl,Vanessa Hudgens,Sam Palladio,Nick Sagar,Family Romance Comedy Drama,the princess switch: switched again,vanessa hudgens sam palladio nick sagar michael rohl family romance comedy drama
Aneesh Chaganty,Sarah Paulson,Kiera Allen,Pat Healy,Thriller Horror Drama,run,sarah paulson kiera allen pat healy aneesh chaganty thriller horror drama
Darius Marder,Riz Ahmed,Olivia Cooke,Paul Raci,Drama Music,sound of metal,riz ahmed olivia cooke paul raci darius marder drama music
Dan Friedkin,Guy Pearce,Claes Bang,Vicky Krieps,Drama,the last vermeer,guy pearce claes bang vicky krieps dan friedkin drama
Dimitri Logothetis,Alain Moussi,Frank Grillo,JuJu Chan,Fantasy Action Science Fiction,jiu jitsu,alain moussi frank grillo juju chan dimitri logothetis fantasy action science fiction
Josh Duhamel,Josh Duhamel,Dax Shepard,Olivia Munn,Comedy Drama,buddy games,josh duhamel dax shepard olivia munn josh duhamel comedy drama
Joel Crawford,Nicolas Cage,Emma Stone,Ryan Reynolds,Family Fantasy Animation Comedy,the croods: a new age,nicolas cage emma stone ryan reynolds joel crawford family fantasy animation comedy
Clea DuVall,Kristen Stewart,Mackenzie Davis,Alison Brie,Romance Comedy,happiest season,kristen stewart mackenzie davis alison brie clea duvall romance comedy
George C. Wolfe,Viola Davis,Chadwick Boseman,Glynn Turman,Drama Music,ma rainey's black bottom,viola davis chadwick boseman glynn turman george c. wolfe drama music
Chris Columbus,Kurt Russell,Goldie Hawn,Darby Camp,Family Fantasy Adventure Comedy,the christmas chronicles 2,kurt russell goldie hawn darby camp chris columbus family fantasy adventure comedy
Alan Ball,Paul Bettany,Sophia Lillis,Peter Macdissi,Drama,uncle frank,paul bettany sophia lillis peter macdissi alan ball drama
Taylor Swift,Taylor Swift,Jack Antonoff,Aaron Dessner,Music Documentary,folklore: the long pond studio sessions,taylor swift jack antonoff aaron dessner taylor swift music documentary
Ben Falcone,Melissa McCarthy,Bobby Cannavale,Brian Tyree Henry,Comedy Science Fiction Romance,superintelligence,melissa mccarthy bobby cannavale brian tyree henry ben falcone comedy science fiction romance
Mitja Okorn,Jaden Smith,Cara Delevingne,Cuba Gooding Jr.,Drama Romance,life in a year,jaden smith cara delevingne cuba gooding jr. mitja okorn drama romance
Ashley Avis,Mackenzie Foy,Kate Winslet,Claire Forlani,Drama,black beauty,mackenzie foy kate winslet claire forlani ashley avis drama
Ryan Murphy,Meryl Streep,James Corden,Jo Ellen Pellman,Comedy Music Romance,the prom,meryl streep james corden jo ellen pellman ryan murphy comedy music romance
Marc Meyers,Jessica Rothe,Harry Shum Jr.,Kyle Allen,Romance Drama,all my life,jessica rothe harry shum jr. kyle allen marc meyers romance drama
Sharon Maguire,Isla Fisher,Jillian Bell,Santiago Cabrera,Family Fantasy Comedy,godmothered,isla fisher jillian bell santiago cabrera sharon maguire family fantasy comedy
Luke Greenfield,Luis Gerardo Méndez,Connor Del Rio,,Comedy Drama,half brothers,luis gerardo méndez connor del rio  luke greenfield comedy drama
April Mullen,Aaron Eckhart,Katheryn Winnick,Heather Graham,Thriller Crime Mystery,wander,aaron eckhart katheryn winnick heather graham april mullen thriller crime mystery
Lawrence Michael Levine,Aubrey Plaza,Christopher Abbott,Sarah Gadon,Drama Comedy Thriller,black bear,aubrey plaza christopher abbott sarah gadon lawrence michael levine drama comedy thriller
Steven Soderbergh,Meryl Streep,Candice Bergen,Gemma Chan,Comedy Drama,let them all talk,meryl streep candice bergen gemma chan steven soderbergh comedy drama
George Clooney,George Clooney,Felicity Jones,David Oyelowo,Science Fiction Drama,the midnight sky,george clooney felicity jones david oyelowo george clooney science fiction drama
Adam Mason,KJ Apa,Sofia Carson,Craig Robinson,Thriller Romance Drama Mystery,songbird,kj apa sofia carson craig robinson adam mason thriller romance drama mystery
John Patrick Shanley,Emily Blunt,Jamie Dornan,Jon Hamm,Romance Drama,wild mountain thyme,emily blunt jamie dornan jon hamm john patrick shanley romance drama
Reginald Hudlin,Jay Reeves,Thaddeus J. Mixson,Corinne Foxx,Family Drama History,safety,jay reeves thaddeus j. mixson corinne foxx reginald hudlin family drama history
Tara Miele,Sienna Miller,Diego Luna,Beth Grant,Romance Drama,wander darkly,sienna miller diego luna beth grant tara miele romance drama
Julia Hart,Rachel Brosnahan,Arinzé Kene,Marsha Stephanie Blake,Drama Crime,i'm your woman,rachel brosnahan arinzé kene marsha stephanie blake julia hart drama crime
Jamie Babbit,Drew Barrymore,Michael Zegen,T.J. Miller,Comedy,the stand in,drew barrymore michael zegen t.j. miller jamie babbit comedy
Adam Egypt Mortimer,Joe Manganiello,Skylan Brooks,Zolee Griggs,Action Thriller Crime Science Fiction,archenemy,joe manganiello skylan brooks zolee griggs adam egypt mortimer action thriller crime science fiction
Ekwa Msangi,Ntare Mwine,Zainab Jah,Jayme Lawson,Romance Drama,farewell amor,ntare mwine zainab jah jayme lawson ekwa msangi romance drama
Paul W. S. Anderson,Milla Jovovich,Tony Jaa,"Tip ""T.I."" Harris",Fantasy Action Adventure,monster hunter,"milla jovovich tony jaa tip ""t.i."" harris paul w. s. anderson fantasy action adventure"
Ric Roman Waugh,Gerard Butler,Morena Baccarin,David Denman,Action,greenland,gerard butler morena baccarin david denman ric roman waugh action
Deon Taylor,Hilary Swank,Michael Ealy,Mike Colter,Thriller,fatale,hilary swank michael ealy mike colter deon taylor thriller
Liam O'Donnell,Lindsey Morgan,Jonathan Howard,Daniel Bernhardt,Science Fiction Action,skylines,lindsey morgan jonathan howard daniel bernhardt liam o'donnell science fiction action
Shawn Linden,Devon Sawa,Camille Sullivan,Nick Stahl,Horror Thriller,hunter hunter,devon sawa camille sullivan nick stahl shawn linden horror thriller
Paul Dugdale,Paul Dugdale (director); Ariana Grande,,,Music Documentary,"ariana grande: excuse me, i love you",paul dugdale (director); ariana grande   paul dugdale music documentary
Eugene Ashe,Tessa Thompson,Nnamdi Asomugha,Ryan Michelle Bathe,Drama Romance,sylvie's love,tessa thompson nnamdi asomugha ryan michelle bathe eugene ashe drama romance
Patty Jenkins,Gal Gadot,Chris Pine,Kristen Wiig,Fantasy Action Adventure,wonder woman 1984,gal gadot chris pine kristen wiig patty jenkins fantasy action adventure
